clause_id,eligible,selected,signal_group,reasons,triplets,true_attack_triplets,bundles,environments,phase_availability,singleton_train_clean_alarms,job_id,spec_id,fold_id
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:NEGATIVE,True,False,timezone_semantics,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,42,14,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 42, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:POSITIVE,True,True,timezone_semantics,"[""SPARSE_INITIALIZATION""]",45,3,1,1,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 3, ""F"": 42, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:NEGATIVE,True,False,language_preferences,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,42,14,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 42, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:POSITIVE,True,True,language_preferences,"[""SPARSE_INITIALIZATION""]",45,3,1,1,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 3, ""F"": 42, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:NEGATIVE,True,False,language_preferences,"[""SET_CLEAN_BUDGET""]",45,45,15,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:POSITIVE,False,False,language_preferences,"[""INSUFFICIENT_TRAIN_SUPPORT""]",45,0,0,0,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283127343161247:NEGATIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",45,30,10,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 24, ""F"": 21, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 30, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 24, ""F"": 21, ""U"": 0, ""FAILED"": 0}}",48,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283127343161247:POSITIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",45,15,5,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 21, ""F"": 24, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 15, ""F"": 30, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 21, ""F"": 24, ""U"": 0, ""FAILED"": 0}}",42,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283140429538769:NEGATIVE,True,True,memory_capacity,"[""SPARSE_INITIALIZATION""]",45,12,4,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 12, ""F"": 33, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283140429538769:POSITIVE,True,False,memory_capacity,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,33,11,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 33, ""F"": 12, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__CX__R_KEEP_V1__LOEO-v1-01,CX__R_KEEP_V1,LOEO-v1-01
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:NEGATIVE,True,False,timezone_semantics,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",48,45,15,2,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 45, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",96,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:POSITIVE,True,True,timezone_semantics,"[""SPARSE_INITIALIZATION""]",48,3,1,1,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 3, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:NEGATIVE,True,False,language_preferences,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",48,45,15,2,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 45, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",96,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:POSITIVE,True,True,language_preferences,"[""SPARSE_INITIALIZATION""]",48,3,1,1,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 3, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:NEGATIVE,True,False,language_preferences,"[""SET_CLEAN_BUDGET""]",48,48,16,2,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 48, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",96,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:POSITIVE,False,False,language_preferences,"[""INSUFFICIENT_TRAIN_SUPPORT""]",48,0,0,0,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 0, ""F"": 48, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283127343161247:NEGATIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",48,36,12,2,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 33, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 36, ""F"": 12, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 33, ""F"": 15, ""U"": 0, ""FAILED"": 0}}",66,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283127343161247:POSITIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",48,12,4,1,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 15, ""F"": 33, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 12, ""F"": 36, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 15, ""F"": 33, ""U"": 0, ""FAILED"": 0}}",30,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283140429538769:NEGATIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",48,18,6,2,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 9, ""F"": 39, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 18, ""F"": 30, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 9, ""F"": 39, ""U"": 0, ""FAILED"": 0}}",18,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283140429538769:POSITIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",48,30,10,1,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 39, ""F"": 9, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 30, ""F"": 18, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 39, ""F"": 9, ""U"": 0, ""FAILED"": 0}}",78,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8797377529299808:NEGATIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",48,18,6,2,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 9, ""F"": 39, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 18, ""F"": 30, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 9, ""F"": 39, ""U"": 0, ""FAILED"": 0}}",18,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8797377529299808:POSITIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",48,30,10,1,"{""clean_pre"": {""expected"": 48, ""defined"": 48, ""T"": 39, ""F"": 9, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 48, ""defined"": 48, ""T"": 30, ""F"": 18, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 48, ""defined"": 48, ""T"": 39, ""F"": 9, ""U"": 0, ""FAILED"": 0}}",78,B03_crossed__CX__R_KEEP_V1__LOEO-v1-02,CX__R_KEEP_V1,LOEO-v1-02
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:NEGATIVE,True,False,timezone_semantics,"[""SET_CLEAN_BUDGET""]",15,15,5,2,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",30,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:POSITIVE,False,False,timezone_semantics,"[""INSUFFICIENT_TRAIN_SUPPORT""]",15,0,0,0,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:NEGATIVE,True,False,language_preferences,"[""SET_CLEAN_BUDGET""]",15,15,5,2,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",30,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:POSITIVE,False,False,language_preferences,"[""INSUFFICIENT_TRAIN_SUPPORT""]",15,0,0,0,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:NEGATIVE,True,False,language_preferences,"[""SET_CLEAN_BUDGET""]",15,15,5,2,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",30,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:POSITIVE,False,False,language_preferences,"[""INSUFFICIENT_TRAIN_SUPPORT""]",15,0,0,0,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8282721685966603:NEGATIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",15,12,4,2,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 9, ""F"": 6, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 12, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 9, ""F"": 6, ""U"": 0, ""FAILED"": 0}}",18,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8282721685966603:POSITIVE,True,False,memory_capacity,"[""SET_CLEAN_BUDGET""]",15,3,1,1,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 6, ""F"": 9, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 3, ""F"": 12, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 6, ""F"": 9, ""U"": 0, ""FAILED"": 0}}",12,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:1.0340088828582923:NEGATIVE,True,True,memory_capacity,"[""RETAINED_TRAIN_SIGNAL""]",15,9,3,2,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 9, ""F"": 6, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 0, ""F"": 15, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:1.0340088828582923:POSITIVE,True,False,memory_capacity,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",15,6,2,2,"{""clean_pre"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 15, ""defined"": 15, ""T"": 6, ""F"": 9, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 15, ""defined"": 15, ""T"": 15, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",30,B03_crossed__CX__R_KEEP_V1__LOEO-v1-03,CX__R_KEEP_V1,LOEO-v1-03
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:NEGATIVE,True,False,timezone_semantics,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,42,14,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 42, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:FIXED_NATIVE_VS_WEB_OFFSET_DIFFERS:POSITIVE,True,False,timezone_semantics,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""NO_NEW_SIGNAL_COVERAGE""]",45,3,1,1,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 3, ""F"": 42, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:NEGATIVE,True,False,language_preferences,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,42,14,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 42, ""F"": 3, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_PRIMARY_ABSENT_WEB_LIST:POSITIVE,True,False,language_preferences,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""NO_NEW_SIGNAL_COVERAGE""]",45,3,1,1,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 3, ""F"": 42, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:NEGATIVE,True,False,language_preferences,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,45,15,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 45, ""F"": 0, ""U"": 0, ""FAILED"": 0}}",90,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:LANG_NATIVE_WEB_PRIMARY_DIFFERS:POSITIVE,False,False,language_preferences,"[""INSUFFICIENT_TRAIN_SUPPORT""]",45,0,0,0,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283127343161247:NEGATIVE,True,False,memory_capacity,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,30,10,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 24, ""F"": 21, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 30, ""F"": 15, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 24, ""F"": 21, ""U"": 0, ""FAILED"": 0}}",48,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283127343161247:POSITIVE,True,False,memory_capacity,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""SET_CLEAN_BUDGET""]",45,15,5,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 21, ""F"": 24, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 15, ""F"": 30, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 21, ""F"": 24, ""U"": 0, ""FAILED"": 0}}",42,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
V2REL:MEMORY_WEB_NATIVE_RATIO:LE:0.8283140429538769:NEGATIVE,True,False,memory_capacity,"[""STRUCTURE_OR_FAMILY_LIMIT"", ""NO_NEW_SIGNAL_COVERAGE""]",45,12,4,2,"{""clean_pre"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}, ""attack"": {""expected"": 45, ""defined"": 45, ""T"": 12, ""F"": 33, ""U"": 0, ""FAILED"": 0}, ""clean_post"": {""expected"": 45, ""defined"": 45, ""T"": 0, ""F"": 45, ""U"": 0, ""FAILED"": 0}}",0,B03_crossed__JX__R_KEEP_V1__LOEO-v1-01,JX__R_KEEP_V1,LOEO-v1-01
